         152754 function calls (142365 primitive calls) in 0.243 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.016    0.005 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:127(_optimize_functions)
      181    0.000    0.000    0.002    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\functions.py:229(_unlit_non_poison)
      201    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:79(_examine_refct_op)
       25    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\transforms.py:15(visit_BasicBlock)
      308    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:577(list_vars)
      821    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       51    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:668(descr)
      191    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:910(global_constant)
       62    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1205(find_exprs)
      133    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:593(push_state)
       19    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir_utils.py:2070(enforce_no_dels)
       44    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:55(_extract_basic_blocks)
      251    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      247    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x0000000052E1C3F0}
       39    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:53(add_type)
       11    0.000    0.000    0.020    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:1001(lower_expr)
        1    0.000    0.000    0.001    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:778(run)
       32    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:548(_icmp)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\inspect.py:2714(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:324(descr)
        8    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1249(dump)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\codeop.py:132(__call__)
       61    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:482(traverse)
      102    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\abstract.py:48(_intern)
      680    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\transforms.py:37(visit_Instruction)
      148    0.000    0.000    0.002    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:637(<genexpr>)
       25    0.000    0.000    0.004    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:1286(delvar)
       45    0.000    0.000    0.005    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\colorama\initialise.py:23(init)
       35    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\_utils.py:9(__init__)
      335    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       62    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\module.py:244(_next)
        1    0.000    0.000    0.000    0.000 {built-in method nt.stat}
    71/49    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\pprint.py:490(_safe_repr)
       26    0.000    0.000    0.002    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:600(<listcomp>)
       30    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:701(<listcomp>)
       20    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:93(_prune_redundant_refct_ops)
       20    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:467(__init__)
       93    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\npytypes.py:397(__init__)
       45    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\errors.py:217(__exit__)
       63    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:168(<listcomp>)
       45    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:474(__init__)
       22    0.000    0.000    0.009    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:1262(storevar)
       20    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:479(descr)
       45    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:717(alloca)
       71    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:162(__init__)
       12    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\context.py:360(resolve_value_type)
        9    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\inline_closurecall.py:1314(_inline_const_arraycall)
      210    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:354(__getitem__)
      124    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\ffi.py:300(__del__)
        1    0.000    0.000    0.235    0.235 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_machinery.py:318(run)
       44    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:845(__str__)
       46    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:456(__init__)
       22    0.000    0.000    0.023    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:492(lower_assign)
       50    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\ffi.py:188(close)
       92    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:251(goto_block)
       27    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1077(add_type)
       15    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\typeof.py:23(typeof)
        5    0.000    0.000    0.004    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:111(strformat)
       16    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:282(cond)
      210    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:347(__init__)
       24    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:180(_iter_inst)
       25    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1165(check_var)
       66    0.000    0.000    0.233    0.004 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_machinery.py:263(check)
      655    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       46    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\module.py:138(add_global)
       40    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\warnings.py:449(__enter__)
       22    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\analysis.py:71(fix_point)
       33    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\module.py:21(_fix_metadata_operands)
        6    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\cpython\slicing.py:15(fix_index)
        9    0.000    0.000    0.030    0.003 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\module.py:233(__repr__)
       36    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:805(branch)
       17    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:647(unpack_tuple)
      122    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:483(getter)
       27    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:813(cbranch)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:496(fold_arg_vars)
       61    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:485(<listcomp>)
        8    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:266(refresh)
      348    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:121(has_nrt_meminfo)
        1    0.000    0.000    0.181    0.181 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typed_passes.py:347(run_pass)
       22    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_machinery.py:179(_validate_pass)
       98    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:262(typeof)
       16    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:48(mark_positive)
      126    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\ffi.py:250(__init__)
        8    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\inspect.py:2176(_signature_from_callable)
        1    0.000    0.000    0.002    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\inline_closurecall.py:69(run)
       11    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\analysis.py:60(compute_live_map)
        3    0.000    0.000    0.004    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\boxing.py:433(unbox_array)
       71    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:813(_format_name)
       33    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\analysis.py:200(fix_point_progress)
      114    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:191(function)
        3    0.000    0.000    0.058    0.019 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:199(add_ir_module)
        1    0.000    0.000    0.017    0.017 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cpu.py:164(create_cfunc_wrapper)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:167(__init__)
      209    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\analysis.py:138(<genexpr>)
       85    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\functions.py:295(<listcomp>)
        2    0.000    0.000    0.005    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\callconv.py:115(raise_error)
      129    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:379(__getattr__)
       90    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\colorama\ansitowin32.py:55(closed)
       12    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:513(get_constant_generic)
        9    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\arraydecl.py:17(get_array_index_type)
       21    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:531(<listcomp>)
       40    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\warnings.py:159(_add_filter)
       16    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:37(set_range_metadata)
       31    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:30(descr)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\ntpath.py:200(split)
       14    0.000    0.000    0.006    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\errors.py:473(__init__)
      139    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\ffi.py:267(detach)
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
     23/1    0.000    0.000    0.238    0.238 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_lock.py:29(_acquire_compile_lock)
       23    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:370(_dispatch)
       33    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:113(<listcomp>)
       15    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:205(_back_edges)
       49    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:375(get_c_object)
      250    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:94(add_node)
       93    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:1249(getvar)
        5    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:33(_get_ll_pointer_type)
        8    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cpu.py:64(load_additional_registries)
       29    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1097(define)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:340(__init__)
       57    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:235(append_basic_block)
      108    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\templates.py:592(generic)
       95    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:205(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:861(set_env)
        1    0.000    0.000    0.242    0.242 C:/Users/nmoll/OneDrive/Documents/Gen-Modeling-Governance/GM_code.py:186(run_multiple)
       39    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:492(get_value_type)
        3    0.000    0.000    0.006    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:328(basic_indexing)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\context.py:8(get_global_context)
       22    0.000    0.000    0.002    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1431(typeof_assign)
      125    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:121(_to_string)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:277(pre_block)
        7    0.000    0.000    0.004    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:90(shape)
       38    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1476(get_definition)
        9    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:621(pack_array)
      144    0.000    0.000    0.000    0.000 <string>:12(__new__)
        3    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:981(_make_helper)
       51    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\context.py:248(_get_attribute_templates)
        6    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:536(_as)
       66    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:127(_to_string)
       23    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:166(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:261(__init__)
        1    0.000    0.000    0.013    0.013 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\callwrapper.py:126(build_wrapper)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:865(_start_new_block)
